"Author, Last","Author, First",Title,Publisher,Date ,Size,Information; Notes ; Condition,Edition/Printrun,ISBN,"Author, Editor",Contributors,Signed/Inscribed,Designer,Summary,W3  Artist,W3 Publisher,Collection Grouping,"Subject classification, tags",Classification,BISAC classification,Dewey Decimal Classification (DDC),Location,Accession No,Price,Image
Lyon,Danny,Message to the Future,,,,,,,,,,,,,,,,,,,,,,
Lyon,Danny,The Bike Riders,,,,,,,,,x,x,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,,,,,,,,,
Ma,Phyllis,Mushrooms & Friends 1,Self published,,,,,,,,,,,,,,,,,,,,,
Ma,Phyllis,Mushrooms & Friends 2,Self published,,,,,,,,,,,,,,,,,,,,,
Ma,Phyllis,Mushrooms & Friends 3,Self published,,,,,,,,,,,,,,,,,,,,,
Macasaet,Manon,I Heart Tattoo,Self published,2021,8 x 10 inches,"18 pages, Spiral Bound Softcover. 18pp.",,,,"Featuring: Ally Bo, Keegan Dakkar, Sofia Leilani, Milah Libin, Ibuki Sakai, Aurel Schmidt, Will Sheldon, Zora Sicher, Pacing Tiger, Keke,",,,"18 pages of temporary tattoos, curated by Manon Macasaet.",,,,,,,,,,,
MacKillop,Sara,New Stationary Department,Motto,2013,,,,978-2940524020,,,,,,http://www.mottodistribution.com/shop/new-stationery-department.html,,,Photography,,,,,,,
Maechtig,Saša J.,"Saša J. Maechtig: Systems, Structures, Strategies",Mao Museum Architecture And De,2018,9.45in. x 1in. x 1in.,"Boards, 226 pages. Out of print",First Edition,978-9616669375,by Ed Maja Vardjan (Author),NA,,,"Saa J. Mächtig is one of the most prominent creative forces in Slovenian industrial design. His best-known and most influential work is Kiosk K67, whose modular design and complex system of elements represents the very essence both of his larger design philosophy and practice. Mächtigs approach is systemic, with individual products and design strategies consistently conceived as part of a wider system that can develop, grow and change. According to him, urban space should not be furnished with individual, self-sufficient objects, but should instead offer open systems of flexible structures to create active areas that facilitate daily rituals, exchange of information and the participation of all. The publication reflects Mächtigs systemic thought, interdisciplinary work, concept designs and end products, while showcasing the process of creation, from first concepts and project variations to extensive research, testing in public space and marketing campaigns.",,,,"Architecture, Art",,,,,,,
Maelfeyt,Jurgen,WET,APE (Art Paper Editions),2021,23 x 30 cm,"48 pages, Hardcover, 48 p, ills colours, linnen",Edition of 500,978-9493146662,,,,,,,,,,,,,,,,
Maki,,Welcome 2 my Room,,,,,,,,,,,,,,,,,,,,,,
Makos,Christopher,White Trash Uncut,ii,,,,,,,,,,,,,,,,,,,,,
Makoto,Azuma,The Encyclopedia of Flowers,,2011,,,,,,,,,,,,,Reference,,,,,,,
Makoto,Azuma,The Encyclopedia of Flowers II,,2015,,,,,,,,,,,,,Reference,,,,,,,
Makoto,Azuma,The Encyclopedia of Flowers III,,2016,,,,,,,,,,,,,Reference,,,,,,,
Makoto,Azuma,The Encyclopedia of Flowers IV,,2019,,,,,,,,,,,,,Reference,,,,,,,
Maljkovic,David,New Reproductions,,,,,,,,,,,,,,,,,,,,,,
Mallios,Jessica,Local Time,The Center for Ongoing Reasearch & Projects,2015,,,,978-0-9960787-3-3,,,,,,,,,,,,,,,,
Malls,Michael,Across Gilnsky America,Steidl,,,,,,,,,,,,https://steidl.de/,,,,,,,,,
Malmström,Henrik,A Minor Wrong Doing (signed),,2015,Height: 21.0 cm | Width: 6.3 cm,288 pages,,,,,,,"Slowly but steadily we become immersed in what Henrik Malmström saw and photographed from the window of his living room. The pages of A Minor Wrongdoing unfold as a hypnotic sequence of candid shots taken at the neighbourhood of St. Georg in Hamburg, between 2011 and 2014. Hundreds of them, they record the last remains of street life in an urban area that is currently undergoing fierce gentrification after recent official law enforcement against street-based prostitution. Malmström used a cheap digital camera forcing its ISO levels to reproduce in each scene the raw effect of a surveillance cam. The grainy monochromatic material of his voyeuristic enterprise has been put together in this voluminous book replicating a messy police report archive. Printed in sharp dots, the grain adds a grade of unprecedented abstraction and beauty to the sequence whereas the quantity of images breaks with the conventional linear story structure. There is an uncanny feel in it. And obsession: the unconfessed obsession of a photographer who happened to be in the right place at the right time. We do not get to see much of what he photographed but we can still imagine pretty much happening in this obscure underworld of transactions.",,,"Photography, Hamburg, St. Georg, Surveillance, Street photography, Gentrification, Urban life","Photographer Monographs, Street Photography",Surveillance Index,,,,,,/assets/images/books/Malmstrom_A_Minor_Wrong_Doing.jpg
Malmström,Henrik,Life is One Live it Well (signed),,,,,,,,,,,,,,,,,,,,,,
Mandel,Mike,Good 70s,J&L Books / d.a.p.,,,,,,,,,false,,,,,,,,,,,,
Mandel,Mike,People In Cars,,,,,,,,,,,,,,,,,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Robert Mapplethorpe: Portraits,Palm Springs Art Museum,,,,,,,,,,,,,,"Art, Photography",,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Flowers,Bulfinch,,,,,,,,,,,,,,Photography,,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Robert Mapplethorpe The Photographs,LACMA,,,,,,,,,,,,,,Photography,,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Dashwood Book Series (LTD EDITION - VOL 2),Dashwood Books,,,,,,,,,,,,https://dstrettell.com/,,Photography,,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Mapplethorpe Flora,Phaidon Press,,,,,,,,,,,,https://www.phaidon.com,,"Art Book, Photography",,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Mapplethorpe,Random House,,,,,,,,,,,,,,Photography,,,,,,,
"Mapplethorpe, Nigel Shafran, Pierre",Robert,Mapplethorpe,teNeues,,,,,,,,,,,,,,Photography,,,,,,,
Marclay,Christian,Cyanotypes,JRP / Ringier,2012,,"Hardcover, 144 pages (100 color ill.)",,,"by Noam Elcott (Author), Margaret Miller (Author), David Norr (Editor),",,,NORM,,,,,,,,,,,,
Marclay,Christian,Index,Edition Patrick Frey,2021,8.25 x 11.75 in,"1200 pages, Paperback,1200 pgs, 600 bw.",,9783907236086,,,,,,,https://www.editionpatrickfrey.com/,,,,,,,,,/assets/images/books/Marclay_Index_9783907236086.jpg
Marclay,Christian,Action,Hatje Cantz,2016,Height: 27.94 cm | Width: 21.08 cm,176 pages,,9783775740418,,,,,"When his 24-hour film The Clock was awarded the Golden Lion at the 54th Venice Biennale in 2011, Christian Marclay's hour had struck. Christian Marclay's Actions Series is a vibrant exploration of the intersection between sound and visual art. These works employ onomatopoeic words in comic-strip style, transforming auditory expressions into visual forms. Each piece in the series captures the dynamic energy of sound through bold graphics and vivid colors, inviting viewers to experience the artwork both visually and sonically. Marclay's innovative approach continues his career-long investigation into how sound can be represented and perceived in a visual medium, challenging traditional boundaries between auditory and visual experiences.",,https://www.hatjecantz.de/,,,,,,,,,/assets/images/books/Marclay_Action_NULL.jpg
Marclay,Christian,To be continued...,,,,,,,,,,,,,,,,,,,,,,
Marcopoulos,Ari,"Comme des Garcons, Motorcycle Ballerinas",,,,,,,,,,,,,,,,,,,,,,
Marcopoulos,Ari,Portraits From the Studio and the Street,,,,,,,,,,,,,,,,,,,,,,
Marcopoulos,Ari,Wonder,Dashwood Books,2016,,,"Numbered, 100 copies",,,,,,,,https://dstrettell.com/,,,,,,,,,
Marcopoulos,Ari,Epiphany,,,,,,,,,,,,,,,,,,,,,,
Marcopoulos,Ari,Epiphany book by Gucci,IDEA,,,,,,,,,,,,,,,,,,,,,
Marcopoulos,Ari,Impala,,,,,,,,,,,,,,,,,,,,,,
Marcopoulos,Ari,Fumes Matthew Barne Studio,KARMA,,,,,,,,,,,,https://karmakarma.org/,,,,,,,,,
Marcopoulos,Ari,Conrad McRae,Roma Publications,2020,,,,978-9492811486,,,,,,,https://www.romapublications.org/,,,,,,,,,
Marden,Brice,"28 Bond St. New York, NY U.S.A.",,,,,,,,,,,,,,,,,,,,,,
Marden,Brice,Notebook Feb. 1968-,,2015,Height: 19.05 cm | Width: 11.43 cm,90 pages,,,,,,,"Facsimile of American artist Brice Marden's personal journals. On every page, a patchwork of clippings, drawings, renderings and handwritten notes reveal the painter's thought process and document the political and cultural events of the era. A prolific notetaker, Marden filled his journals with subject matter as familiar as references to Italian film director Federico Fellini and as esoteric as ""looking at an object in nature and running lines around it."" The constant throughout is the work–deliberate, studied rectangles of graphite and ballpoint pen allude to the monochrome paintings that earned the artist fame and are a precursor to the panel paintings to come. Each journal is a unique guide to Marden's artistic output from that period as well as a distinct reference to the city–at that time bustling with artists such as Robert Rauschenberg and Jasper Johns–where he painted.",,https://karmakarma.org/,,,,,,,,,/assets/images/books/Marden_Notebook_Feb_1968.jpg
Marden,Brice,Brice Marden,Gagoisan,,,,,,,,,,,,https://gagosian.com/,,,,,,,,,
Marden,Brice,Notebook Sept. 1964-Sept 1967,,2015,Height: 19.05 cm | Width: 11.43 cm,130 pages,,,,,,,"Mars black, lemon yellow, use muddy white. Don't forget the young blonde in La Dolce Vita. Scenes in country cafe and post orgy on the beach. She is the one Benno calls the 'Purity symbol.' Orange green grey. This and other reflections make up Brice Marden: Notebook Sept. 1964-Sept. 1967, facsimiles of American artist Brice Marden's personal journals. On every page, a patchwork of clippings, drawings, renderings and handwritten notes reveal the painter's thought process and document the political and cultural events of the era. A prolific notetaker, Marden filled his journals with subject matter as familiar as references to Italian film director Federico Fellini and as esoteric as ""looking at an object in nature and running lines around it."" The constant throughout is the work–deliberate, studied rectangles of graphite and ballpoint pen allude to the monochrome paintings that earned the artist fame and are a precursor to the panel paintings to come. Each journal is a unique guide to Marden's artistic output from that period as well as a distinct reference to the city–at that time bustling with artists such as Robert Rauschenberg and Jasper Johns–where he painted.",,https://karmakarma.org/,,,,,,,,,/assets/images/books/Marden_Notebook_Sept_1964_Sept_1967.jpg
Marshall,Kerry James,Kerry James Marshall,Phaidon Press,,,,,,,,,,,,,,Art Book,,,,,,,
Marshall,Kerry James,Kerry James Marshall Mastry,Rizzoli,,,,,,,,,,,,,,,,,,,,,
Marshall,Kerry James,History of Painting,David Zwirner,,,,,,,,,,,,https://www.davidzwirnerbooks.com/,,"Art, History",,,,,,,
Marten,Helen,"Therefore, An Ogre",Greene Naftali,2021,,,,,,,,Matthew Stuart,"Designed in collaboration with Matthew Stuart, Helen Marten has produced a limited edition booklet for the exhibition. Contained in a silkscreened folder, there is a text by the artist and fragments of stolen text dating from 1621-present day.",,https://www.greenenaftaligallery.com/,,,,,,,,,
Marten,Helen,Sparrows On the Stone (Sadie Coles exhibition booklet),Made by Helen Marten,2021,Booklet: 300mm x 215mm; Sleeve: 350mm x 230mm,"Softcover in a hand printed envelope, with two inserts.",500,,,,,,with two inserts.. Sleeve: 350mm x 230mm,,,,"Art, Exhibition Catalog",,,,,,,
Marten,Helen,Parrot Problems,,,,,,,,,,,,,,,,,,,,,,
Marten,Helen,Drunk Brown House,Walther König,2017,8 x 0.5 x 11.25 inches,"Paperback, 224 pages",,978-3960980056,,,,,,,https://www.buchhandlung-walther-koenig.de/koenig2/index.php?mode=lang&lang=en,Art,,Individual Artist Monographs,,,,,,/assets/images/books/Marten_Drunk_Brown_House_9783960980056.jpg
Marten,Helen,Drunk Brown House,Serpentine,2017,8 x 0.5 x 11.25 inches,"Paperback, 224 pages",,978-3960980056,,,,,,,https://www.buchhandlung-walther-koenig.de/koenig2/index.php?mode=lang&lang=en,Art,,Individual Artist Monographs,,,,,,/assets/images/books/Marten_Drunk_Brown_House_9783960980056.jpg
Marten,Helen,Helen Marten,JRP | Ringier,2013,8 x 0.75 x 10 inches,"Hardcover, 156 pages",,978-3037643464,,,,,,,,,,,,,,,,/assets/images/books/Marten_Helen_Marten_9783037643464.jpg
Martens,Karel,Motion,Roma Publications,2017,8.35 x 0.75 x 11.77 inches,"Softcover, 304 pages",,978-9491843853,,,,,,https://www.martens-martens.com/,https://www.romapublications.org/,,,,,,,,,
Martens,Karel,Seoul Portraits,,,,,,,,,,,https://www.martens-martens.com/,https://www.martens-martens.com/,,,,,,,,,,
Martens,Karel,,,,24 x 30 cm,"Softcover, 208, ills colour",,,,,,,,https://www.martens-martens.com/,,,,,,,,,,
Martens,Karel,Patterns,Roma,,,,,,,,,,,https://www.martens-martens.com/,https://www.romapublications.org/,,,,,,,,,
Martens,Lous,Dierenboeken voor / Animal books for Jaap Zeno Anna Julian Luca,Roma Publications,2018,,"Softcover, 416 pages, Dutch",,978-9492811073,,,,,,,https://www.romapublications.org/,,,,,,,,,
Martin,Agnus,"Paintings, Writings, Remembrances",Phaidon Press,,,,,,,,,,,,,,Art Book,,,,,,,
Martinez,Eddie,Inside Thoughts,Mitchell-Innes & Nash,2021,,,,,,,,false,,,,,,,,,,,,
Martinez,Eddie,Paintings 2 Loyal Gallery Stockholm 2021,Loyal Gallery Stockholm,2021,,,,,,,No,,,,,,Art,,,,,,,
Martinez,Eddie,Drawings,Triangle Books,2017,177 x 236 mm,,,978-2930777238,,,,,,,,,Art,,,,,,,/assets/images/books/Martinez_Drawings_9782930777238.jpg
Martinez,Eddie,More Drawings,Triangle Books,2020,177 x 236 mm,"Hardcover, 448 pages, 305 images",1000,978-2930777382,,,,,,,,,Art,,,,,,,/assets/images/books/Martinez_More_Drawings_9782930777382.jpg
Marx,Stefan,One Sky Star World Team Alliance,Dashwood Books,2016,,,,,,,,false,,,https://dstrettell.com/,https://dstrettell.com/,,,,,,,,
Marx; Christoph Keller,Stefan,Rebel Without A Cause,MarxKeller,2015,21 x 29.7 cm,"Softcover, Color Offset 188 pages",First Edition,978-3-905999-61-7,,,,,"Rebel Without A Cause is a project by artist Stefan Marx and distiller Christoph Keller. It features Keller's exorbitant collection of over 150 traffic tickets and regulatory warnings that he accumulated over the last 20 years. These acts of misconduct and unpleasant letters by the authorities transform into art with Stefan Marx’ associative drawings layered on top of each ticket. The originals were sold for the same price as the fine multiplied by 7 at Galerie Karin Guenther in Hamburg, under the motto ""cheaper ticket = inexpensive artwork"" thus the initial punishment transforming into a reward, value and joy. A special edition of the book with an original drawing at various price points (fine multiplied by 7) is available in an edition of 15 copies.",http://www.s-marx.de/,https://www.nieves.ch/,,,,,,,,,
Masahisa,Fukase,Ravens,MACK,2017,10.35 x 0.59 x 10.35 inches,"Hardcover, 148 pages",,978-1910164839,,,,,,,https://mackbooks.co.uk,,,,,,,,,
Masao,Yamamoto,Tori,R,,,,,,,,x,,x,,,,,,,,,,,
Matta-Clark,Gordon,Gordon Matta-Clark,David Zwirner,,,,,,,,,,,,https://www.davidzwirnerbooks.com/,,,,,,,,,
Matta-Clark,Gordon,Anarchitect,,,,,,,,,,,,,,,,,,,,,,
Matta-Clark,Gordon,Short Term Eternity,Lugemik & Art Museum of Estonia,2019,110 × 165 mm,"The book was published in two separate editions, in English and in Estonian.",500,97899497234-6-1,,,,,"Short Term Eternity brings together two artists—Gordon Matta-Clark (1943–1978, USA) and Anu Vahtra (1982, Estonia)—whose practices are related to each other in many ways, even if they were born in different times and locations. The aim of the book is not just to compare their work, but to describe the circling of ideas and strategies in the art world from a non-hierarchical perspective. The book was published on the occasion of Gordon Matta-Clark: Anarchitect. Anu Vahtra: Completion through removal, an exhibition at the Kumu Art Museum in Tallinn, 22.02. – 8.06.2019, curated by Sergio Bessa, Jessamyn Fiore, and Anu Allas. As a contrast to the large-scale installations in both Matta-Clark’s and Vahtra’s practice, the book is small in size. The content is printed on thin paper and is divided into three parts. It starts with Completion through removal, a series of photographs by Anu Vahtra showing the spatial intervention realised in the Great Hall in Kumu and ends with the illustrated script of Vahtra’s performance piece Open House Closing. A Walk. The middle section of the book includes three thoroughly illustrated essays, where the images are printed overleaf from the text and are only visible through the page in a gap in the text at their intended location. These gaps or cuts in the text refer to the empty space, characteristic for the practices of both Matta-Clark and Vahtra.",,https://anuvahtra.com/,,Art,,,,,,,
Matta-Clark,Gordon,,,,,,,,,,,,,,,,,,,,,,,
Matta-Clark,Gordon,,,,,,,,,,,,,,,,,,,,,,,
Matta-Clark,Gordon,,,,,,,,,,,,,,,,,,,,,,,
Matta-Clark,Gordon,,,,,,,,,,,,,,,,,,,,,,,
Matta-Clark,Gordon,,,,,,,,,,,,,,,,,,,,,,,
Mayrit,Daniel,You Haven't Seen Their Faces (SIGNED),,,,,,,,,,,,,,,,,,,,,,
Mazur,Katarzyna,Anna Konda,,,,,1/200 copies,978-3-946099-00-0,,,,,,,,,,,,,,,,
McCarthy,Paul,Chocolate Factory Paris,Hatje Cantz,,,,,,,,,,,,https://www.hatjecantz.de/,,,,,,,,,
